53,2,144314
53,4,93975
56,4,138473
76,0,44321
72,4,111610
28,3,94639
27,4,69072
18,0,127722
78,2,115531
62,3,132088
42,2,116065
73,0,25876
31,0,49781
61,4,113272
20,4,137426
40,2,110314
74,2,102951
80,1,23483
52,2,51458
58,2,63822
44,3,132614
22,3,79260
31,0,106694
28,2,81254
46,2,146711
39,4,91688
32,3,59452
59,3,66741
71,1,24877
46,2,80868
42,3,96681
59,2,131320
79,2,73300
52,3,149185
26,4,53042
49,1,131310
49,2,99180
40,2,142639
60,4,91930
38,4,31871
47,4,22595
74,2,117761
38,1,52529
68,4,38247
64,4,88036
63,1,29548
30,1,118710
76,1,68742
71,1,43454
50,4,133557
68,1,142483
59,3,141465
35,1,137107
77,4,73379
51,4,51067
39,2,110988
36,4,54899
80,1,64563
34,0,130694
46,0,146028
28,1,62763
60,2,48882
21,0,148250
64,3,147167
35,2,135324
25,0,20067
21,0,83956
36,2,131215
43,2,80392
73,0,35229
38,1,82263
71,3,59873
42,3,104704
73,3,95953
61,3,43936
57,3,51937
23,4,124961
47,2,107556
29,1,84813
66,1,142518
78,0,137257
70,1,115339
63,2,94304
45,0,142434
74,0,93014
19,4,128169
19,3,88335
22,2,109910
78,0,52493
79,4,109791
40,3,95070
68,4,27641
44,4,75712
77,4,38454
80,4,52308
39,2,135919
31,1,48155
49,0,50858
47,4,40759
33,3,148034
59,0,146956
52,3,25550
57,0,119608
36,0,70432
29,0,86992
48,3,127994
62,2,20300
24,2,101815
39,3,64338
48,1,41720
69,1,58499
43,1,96799
43,4,118581
69,2,32615
21,4,146331
63,0,128868
55,4,42622
19,3,48778
79,1,125934
71,0,59993
21,4,87644
79,0,105858
39,3,131575
72,4,106420
51,1,81170
34,2,84091
28,3,62748
78,3,51044
41,4,79087
60,4,143234
63,0,63578
39,4,147160
32,2,80218
58,0,137159
75,0,63213
22,1,125518
38,1,55152
73,2,24199
64,2,53040
76,4,66329
33,1,41299
71,2,126994
33,2,29991
68,3,57232
28,4,96348
52,1,126309
44,1,20103
20,3,40899
20,3,112272
54,0,89133
19,1,38636
75,4,28754
69,1,129305
38,0,42944
69,4,85922
62,1,21704
48,0,63426
44,0,83527
54,2,146078
74,1,35620
24,3,77094
34,3,94317
57,0,71781
63,1,81193
31,4,24903
66,3,88698
73,3,97487
80,1,52051
47,3,146076
68,1,68689
62,3,75159
50,1,54037
27,1,144595
32,1,38166
60,1,35704
48,1,105233
26,3,87506
68,2,97395
70,1,104148
63,4,67684
31,3,25623
35,1,114328
54,1,121570
47,0,83184
64,3,105852
41,2,104605
69,4,120625
40,0,100801
42,3,101253
20,0,134625
78,1,42081
36,0,120034
41,4,89155
43,4,32003
45,2,23718
78,0,32802
30,3,85314
18,4,124886
57,2,149723
23,4,119790
67,0,21437
77,3,113442
54,2,76931
25,0,72310
63,1,87516
44,4,63036
71,3,99955
68,2,43466
68,4,23524
47,2,30643
48,0,77555
19,4,49761
50,2,79738
78,3,149625
40,2,106853
74,0,56605
40,3,56726
65,0,77845
48,4,62845
52,4,46386
25,1,96437
72,3,60826
